"","samp_date","samp_ev","exp","Group","type","sa","la","wi","tot_ct","bmn_pgml","category","mean_ct","log_mean_ct"
"206",2019-07-31,"YBP1","IC","diatom","pennate",2,20,2,109,5,"diatom pennate 2 20",36.3333333333333,3.59273559356103
"207",2019-07-31,"YBP1","IC","diatom","pennate",4,24,4,4,3,"diatom pennate 4 24",1.33333333333333,0.287682072451781
"208",2019-07-31,"YBP1","IC","diatom","pennate",6,64,6,26,36,"diatom pennate 6 64",8.66666666666667,2.15948424935337
"209",2019-07-31,"YBP1","IC","diatom","pennate",6,72,6,6,20,"diatom pennate 6 72",2,0.693147180559945
"210",2019-07-31,"YBP1","IC","diatom","pennate",8,24,NA,3,5,"diatom pennate 8 24",1,0
"211",2019-07-31,"YBP1","IC","diatom","pennate",8,48,NA,2,9,"diatom pennate 8 48",0.666666666666667,-0.405465108108164
"212",2019-07-31,"YBP1","IC","diatom","pennate",12,80,NA,2,20,"diatom pennate 12 80",0.666666666666667,-0.405465108108164
"213",2019-07-31,"YBP1","IC","diatom","pennate",16,160,16,2,110,"diatom pennate 16 160",0.666666666666667,-0.405465108108164
"214",2019-07-31,"YBP1","IC","diatom","pennate pleurosigma",6,56,6,7,12,"diatom pennate pleurosigma 6 56",2.33333333333333,0.847297860387204
"215",2019-07-31,"YBP1","IC","diatom","pennate pleurosigma",8,44,8,21,45,"diatom pennate pleurosigma 8 44",7,1.94591014905531
"216",2019-07-31,"YBP1","IC","flagellate","colonial",16,16,NA,1,13,"flagellate colonial 16 16",0.333333333333333,-1.09861228866811
"217",2019-07-31,"YBP1","IC","flagellate","cryptomonas",3.67,5.5,NA,3653,231,"flagellate cryptomonas 3.67 5.5",1217.66666666667,7.10469173812717
"218",2019-07-31,"YBP1","IC","flagellate","cryptomonas",6.33,9.5,NA,228,79,"flagellate cryptomonas 6.33 9.5",76,4.33073334028633
"219",2019-07-31,"YBP1","IC","flagellate","cryptomonas",8,24,NA,16,35,"flagellate cryptomonas 8 24",5.33333333333333,1.67397643357167
"220",2019-07-31,"YBP1","IC","flagellate","cryptomonas",9,14,NA,97,99,"flagellate cryptomonas 9 14",32.3333333333333,3.47609868983527
"221",2019-07-31,"YBP1","IC","flagellate","cryptomonas",16,24,NA,10,163,"flagellate cryptomonas 16 24",3.33333333333333,1.20397280432594
"222",2019-07-31,"YBP1","IC","flagellate","in a cone",4,4,NA,34,2,"flagellate in a cone 4 4",11.3333333333333,2.42774823594805
"223",2019-07-31,"YBP1","IC","flagellate","other",3.67,5.5,NA,724,51,"flagellate other 3.67 5.5",241.333333333333,5.48617910371761
"224",2019-07-31,"YBP1","IC","flagellate","other",6.33,9.5,NA,7,4,"flagellate other 6.33 9.5",2.33333333333333,0.847297860387204
"225",2019-07-31,"YBP1","IC","tintinnid","agglutinated",24,40,NA,3,182,"tintinnid agglutinated 24 40",1,0
"226",2019-07-31,"YBP1","IC","tintinnid","agglutinated",32,40,NA,2,206,"tintinnid agglutinated 32 40",0.666666666666667,-0.405465108108164
"227",2019-07-31,"YBP1","IC","tintinnid","agglutinated",32,48,NA,8,933,"tintinnid agglutinated 32 48",2.66666666666667,0.980829253011726
"228",2019-07-31,"YBP1","IC","unidentified","flagchloro",4,10,NA,62,43,"unidentified flagchloro 4 10",20.6666666666667,3.02852209637698
"229",2019-07-31,"YBP1","IC","unidentified","flagchloro",4,20,NA,60,41,"unidentified flagchloro 4 20",20,2.99573227355399
"230",2019-07-31,"YBP1","IC","unidentified","round",5.5,5.5,NA,534,81,"unidentified round 5.5 5.5",178,5.18178355029209
"231",2019-07-31,"YBP1","IC","unidentified","round",9.5,9.5,NA,47,39,"unidentified round 9.5 9.5",15.6666666666667,2.75153531304195
"232",2019-07-31,"YBP1","IC","unidentified","round",16,16,NA,1,13,"unidentified round 16 16",0.333333333333333,-1.09861228866811
"233",2019-07-31,"YBP1","IC","unidentified","round",24.5,24.5,NA,20,250,"unidentified round 24.5 24.5",6.66666666666667,1.89711998488588
"234",2019-07-31,"YBP1","IC","unidentified",NA,3,8,NA,18,6,"unidentified NA 3 8",6,1.79175946922805
"235",2019-07-31,"YBP1","IC","unidentified",NA,4,8,NA,12,5,"unidentified NA 4 8",4,1.38629436111989
"236",2019-07-31,"YBP1","IC","unidentified",NA,6,14,NA,2,3,"unidentified NA 6 14",0.666666666666667,-0.405465108108164
"237",2019-07-31,"YBP1","IC","unidentified",NA,16,24,NA,1,19,"unidentified NA 16 24",0.333333333333333,-1.09861228866811
"238",2019-07-31,"YBP1","IC","unidentified",NA,32,32,NA,1,87,"unidentified NA 32 32",0.333333333333333,-1.09861228866811
"239",2019-08-01,"YBP1","FC","chlorophyte","colonial",12,12,NA,4,21,"chlorophyte colonial 12 12",1.33333333333333,0.287682072451781
"240",2019-08-01,"YBP1","FC","chlorophyte","scenedesmus",4,4,NA,22,2,"chlorophyte scenedesmus 4 4",7.33333333333333,1.99243016469021
"241",2019-08-01,"YBP1","FC","chlorophyte","scenedesmus",4,8,NA,7,3,"chlorophyte scenedesmus 4 8",2.33333333333333,0.847297860387204
"242",2019-08-01,"YBP1","FC","chlorophyte","scenedesmus",8,12,NA,5,11,"chlorophyte scenedesmus 8 12",1.66666666666667,0.510825623765991
"243",2019-08-01,"YBP1","FC","chlorophyte","scenedesmus",16,32,NA,1,25,"chlorophyte scenedesmus 16 32",0.333333333333333,-1.09861228866811
"244",2019-08-01,"YBP1","FC","ciliate","cone",24,24,NA,429,4070,"ciliate cone 24 24",143,4.96284463025991
"245",2019-08-01,"YBP1","FC","ciliate","cone",24,40,NA,131,5900,"ciliate cone 24 40",43.6666666666667,3.77658503453304
"246",2019-08-01,"YBP1","FC","ciliate","cone",32,56,NA,1,131,"ciliate cone 32 56",0.333333333333333,-1.09861228866811
"247",2019-08-01,"YBP1","FC","ciliate","other",19.2,32,NA,2,108,"ciliate other 19.2 32",0.666666666666667,-0.405465108108164
"248",2019-08-01,"YBP1","FC","ciliate","round",5.5,5.5,NA,47,12,"ciliate round 5.5 5.5",15.6666666666667,2.75153531304195
"249",2019-08-01,"YBP1","FC","ciliate","round",9.5,9.5,NA,199,245,"ciliate round 9.5 9.5",66.3333333333333,4.19469253605638
"250",2019-08-01,"YBP1","FC","ciliate","round",14,14,NA,128,496,"ciliate round 14 14",42.6666666666667,3.75341797525151
"251",2019-08-01,"YBP1","FC","ciliate","round",24,24,NA,15,444,"ciliate round 24 24",5,1.6094379124341
"252",2019-08-01,"YBP1","FC","ciliate","round",36,36,NA,2,417,"ciliate round 36 36",0.666666666666667,-0.405465108108164
"253",2019-08-01,"YBP1","FC","ciliate","round",40,40,NA,1,275,"ciliate round 40 40",0.333333333333333,-1.09861228866811
"254",2019-08-01,"YBP1","FC","ciliate","round",48,48,NA,1,472,"ciliate round 48 48",0.333333333333333,-1.09861228866811
"255",2019-08-01,"YBP1","FC","cyanobacteria","aphanizomenon",8,80,NA,17,546,"cyanobacteria aphanizomenon 8 80",5.66666666666667,1.73460105538811
"256",2019-08-01,"YBP1","FC","cyanobacteria","aphanizomenon",8,320,NA,1,123,"cyanobacteria aphanizomenon 8 320",0.333333333333333,-1.09861228866811
"257",2019-08-01,"YBP1","FC","cyanobacteria","dolichospermum",4,80,NA,1,8,"cyanobacteria dolichospermum 4 80",0.333333333333333,-1.09861228866811
"258",2019-08-01,"YBP1","FC","cyanobacteria","dolichospermum",4,160,NA,1,16,"cyanobacteria dolichospermum 4 160",0.333333333333333,-1.09861228866811
"259",2019-08-01,"YBP1","FC","cyanobacteria","dolichospermum",6,56,NA,3,35,"cyanobacteria dolichospermum 6 56",1,0
"260",2019-08-01,"YBP1","FC","cyanobacteria",NA,4,24,NA,11,25,"cyanobacteria NA 4 24",3.66666666666667,1.29928298413026
"261",2019-08-01,"YBP1","FC","diatom","centric",5.5,5.5,NA,56,5,"diatom centric 5.5 5.5",18.6666666666667,2.92673940206704
"262",2019-08-01,"YBP1","FC","diatom","centric",9.5,9.5,NA,21,8,"diatom centric 9.5 9.5",7,1.94591014905531
"263",2019-08-01,"YBP1","FC","diatom","centric",14,14,NA,14,23,"diatom centric 14 14",4.66666666666667,1.54044504094715
"264",2019-08-01,"YBP1","FC","diatom","centric",24.5,24.5,NA,40,184,"diatom centric 24.5 24.5",13.3333333333333,2.59026716544583
"265",2019-08-01,"YBP1","FC","diatom","chain",16,240,NA,2,116,"diatom chain 16 240",0.666666666666667,-0.405465108108164
"266",2019-08-01,"YBP1","FC","diatom","chain",24,64,NA,2,78,"diatom chain 24 64",0.666666666666667,-0.405465108108164
"267",2019-08-01,"YBP1","FC","diatom","egg shaped",16,32,NA,1,8,"diatom egg shaped 16 32",0.333333333333333,-1.09861228866811
"268",2019-08-01,"YBP1","FC","diatom","egg shaped",32,48,NA,1,36,"diatom egg shaped 32 48",0.333333333333333,-1.09861228866811
"269",2019-08-01,"YBP1","FC","diatom","pennate",2,20,2,87,4,"diatom pennate 2 20",29,3.36729582998647
"270",2019-08-01,"YBP1","FC","diatom","pennate",4,10,4,3,1,"diatom pennate 4 10",1,0
"271",2019-08-01,"YBP1","FC","diatom","pennate",4,20,4,8,4,"diatom pennate 4 20",2.66666666666667,0.980829253011726
"272",2019-08-01,"YBP1","FC","diatom","pennate",4,24,4,11,6,"diatom pennate 4 24",3.66666666666667,1.29928298413026
"273",2019-08-01,"YBP1","FC","diatom","pennate",6,48,NA,11,23,"diatom pennate 6 48",3.66666666666667,1.29928298413026
"274",2019-08-01,"YBP1","FC","diatom","pennate",6,80,NA,3,12,"diatom pennate 6 80",1,0
"275",2019-08-01,"YBP1","FC","diatom","pennate",8,40,8,3,10,"diatom pennate 8 40",1,0
"276",2019-08-01,"YBP1","FC","diatom","pennate",8,48,NA,6,24,"diatom pennate 8 48",2,0.693147180559945
"277",2019-08-01,"YBP1","FC","diatom","pennate",12,56,12,1,11,"diatom pennate 12 56",0.333333333333333,-1.09861228866811
"278",2019-08-01,"YBP1","FC","diatom","pennate pleurosigma",6,56,6,9,16,"diatom pennate pleurosigma 6 56",3,1.09861228866811
"279",2019-08-01,"YBP1","FC","diatom","pennate pleurosigma",8,80,8,2,9,"diatom pennate pleurosigma 8 80",0.666666666666667,-0.405465108108164
"280",2019-08-01,"YBP1","FC","diatom cylindrotheca","pennate",8,72,NA,12,40,"diatom cylindrotheca pennate 8 72",4,1.38629436111989
"281",2019-08-01,"YBP1","FC","dinoflagellate","peridinium",24,24,24,1,40,"dinoflagellate peridinium 24 24",0.333333333333333,-1.09861228866811
"282",2019-08-01,"YBP1","FC","flagellate","cryptomonas",3.67,5.5,NA,2295,143,"flagellate cryptomonas 3.67 5.5",765,6.63987583382654
"283",2019-08-01,"YBP1","FC","flagellate","cryptomonas",6.33,9.5,NA,141,49,"flagellate cryptomonas 6.33 9.5",47,3.85014760171006
"284",2019-08-01,"YBP1","FC","flagellate","cryptomonas",8,16,NA,8,22,"flagellate cryptomonas 8 16",2.66666666666667,0.980829253011726
"285",2019-08-01,"YBP1","FC","flagellate","cryptomonas",9,14,NA,34,36,"flagellate cryptomonas 9 14",11.3333333333333,2.42774823594805
"286",2019-08-01,"YBP1","FC","flagellate","in a cone",4,4,NA,53,5,"flagellate in a cone 4 4",17.6666666666667,2.87167962488401
"287",2019-08-01,"YBP1","FC","flagellate","in a cone",6,6,NA,30,20,"flagellate in a cone 6 6",10,2.30258509299405
"288",2019-08-01,"YBP1","FC","flagellate","other",3.67,5.5,NA,829,55,"flagellate other 3.67 5.5",276.333333333333,5.62160786646719
"289",2019-08-01,"YBP1","FC","flagellate","other",6.33,9.5,NA,14,6,"flagellate other 6.33 9.5",4.66666666666667,1.54044504094715
"290",2019-08-01,"YBP1","FC","flagellate","other",9,14,NA,2,4,"flagellate other 9 14",0.666666666666667,-0.405465108108164
"291",2019-08-01,"YBP1","FC","tintinnid","agglutinated",16,24,NA,26,382,"tintinnid agglutinated 16 24",8.66666666666667,2.15948424935337
"292",2019-08-01,"YBP1","FC","tintinnid","agglutinated",24,56,NA,22,1619,"tintinnid agglutinated 24 56",7.33333333333333,1.99243016469021
"293",2019-08-01,"YBP1","FC","tintinnid","agglutinated",24,64,NA,14,1098,"tintinnid agglutinated 24 64",4.66666666666667,1.54044504094715
"294",2019-08-01,"YBP1","FC","tintinnid","hyaline",16,20,NA,1,15,"tintinnid hyaline 16 20",0.333333333333333,-1.09861228866811
"295",2019-08-01,"YBP1","FC","tintinnid","hyaline",16,24,NA,1,19,"tintinnid hyaline 16 24",0.333333333333333,-1.09861228866811
"296",2019-08-01,"YBP1","FC","unidentified","flagchloro",4,12,NA,14,6,"unidentified flagchloro 4 12",4.66666666666667,1.54044504094715
"297",2019-08-01,"YBP1","FC","unidentified","flagchloro",4,20,NA,22,28,"unidentified flagchloro 4 20",7.33333333333333,1.99243016469021
"298",2019-08-01,"YBP1","FC","unidentified","round",5.5,5.5,NA,661,95,"unidentified round 5.5 5.5",220.333333333333,5.39514155118358
"299",2019-08-01,"YBP1","FC","unidentified","round",9.5,9.5,NA,53,41,"unidentified round 9.5 9.5",17.6666666666667,2.87167962488401
"300",2019-08-01,"YBP1","FC","unidentified","round",24.5,24.5,NA,23,276,"unidentified round 24.5 24.5",7.66666666666667,2.03688192726104
"301",2019-08-01,"YBP1","T24","chlorophyte","scenedesmus",4,4,NA,16,2,"chlorophyte scenedesmus 4 4",5.33333333333333,1.67397643357167
"302",2019-08-01,"YBP1","T24","chlorophyte","scenedesmus",6,6,NA,5,3,"chlorophyte scenedesmus 6 6",1.66666666666667,0.510825623765991
"303",2019-08-01,"YBP1","T24","ciliate","cone",24,24,NA,105,1574,"ciliate cone 24 24",35,3.55534806148941
"304",2019-08-01,"YBP1","T24","ciliate","round",5.5,5.5,NA,24,6,"ciliate round 5.5 5.5",8,2.07944154167984
"305",2019-08-01,"YBP1","T24","ciliate","round",9.5,9.5,NA,106,135,"ciliate round 9.5 9.5",35.3333333333333,3.56482680544396
"306",2019-08-01,"YBP1","T24","ciliate","round",14,14,NA,56,225,"ciliate round 14 14",18.6666666666667,2.92673940206704
"307",2019-08-01,"YBP1","T24","ciliate","round",24,24,NA,49,2783,"ciliate round 24 24",16.3333333333333,2.79320800944252
"308",2019-08-01,"YBP1","T24","ciliate","round",40,40,NA,6,839,"ciliate round 40 40",2,0.693147180559945
"309",2019-08-01,"YBP1","T24","cyanobacteria","aphanizomenon",4,80,NA,5,40,"cyanobacteria aphanizomenon 4 80",1.66666666666667,0.510825623765991
"310",2019-08-01,"YBP1","T24","cyanobacteria","aphanizomenon",4,128,NA,1,13,"cyanobacteria aphanizomenon 4 128",0.333333333333333,-1.09861228866811
"311",2019-08-01,"YBP1","T24","cyanobacteria","dolichospermum",4,48,NA,3,14,"cyanobacteria dolichospermum 4 48",1,0
"312",2019-08-01,"YBP1","T24","cyanobacteria",NA,4,50,NA,1,5,"cyanobacteria NA 4 50",0.333333333333333,-1.09861228866811
"313",2019-08-01,"YBP1","T24","diatom","centric",5.5,5.5,NA,52,5,"diatom centric 5.5 5.5",17.3333333333333,2.85263142991332
"314",2019-08-01,"YBP1","T24","diatom","centric",9.5,9.5,NA,8,4,"diatom centric 9.5 9.5",2.66666666666667,0.980829253011726
"315",2019-08-01,"YBP1","T24","diatom","centric",14,14,NA,5,9,"diatom centric 14 14",1.66666666666667,0.510825623765991
"316",2019-08-01,"YBP1","T24","diatom","centric",24.5,24.5,NA,3,49,"diatom centric 24.5 24.5",1,0
"317",2019-08-01,"YBP1","T24","diatom","other",16,32,16,1,12,"diatom other 16 32",0.333333333333333,-1.09861228866811
"318",2019-08-01,"YBP1","T24","diatom","pennate",2,20,2,96,4,"diatom pennate 2 20",32,3.46573590279973
"319",2019-08-01,"YBP1","T24","diatom","pennate",4,26,4,6,4,"diatom pennate 4 26",2,0.693147180559945
"320",2019-08-01,"YBP1","T24","diatom","pennate",6,56,6,6,16,"diatom pennate 6 56",2,0.693147180559945
"321",2019-08-01,"YBP1","T24","diatom","pennate",6,120,NA,2,12,"diatom pennate 6 120",0.666666666666667,-0.405465108108164
"322",2019-08-01,"YBP1","T24","diatom","pennate",8,40,8,2,8,"diatom pennate 8 40",0.666666666666667,-0.405465108108164
"323",2019-08-01,"YBP1","T24","diatom cylindrotheca","pennate",8,72,NA,6,24,"diatom cylindrotheca pennate 8 72",2,0.693147180559945
"324",2019-08-01,"YBP1","T24","flagellate","cryptomonas",3.67,5.5,NA,2088,135,"flagellate cryptomonas 3.67 5.5",696,6.54534966033442
"325",2019-08-01,"YBP1","T24","flagellate","cryptomonas",6.33,9.5,NA,40,15,"flagellate cryptomonas 6.33 9.5",13.3333333333333,2.59026716544583
"326",2019-08-01,"YBP1","T24","flagellate","in a cone",4,4,NA,75,8,"flagellate in a cone 4 4",25,3.2188758248682
"327",2019-08-01,"YBP1","T24","flagellate","in a cone",6,6,NA,21,13,"flagellate in a cone 6 6",7,1.94591014905531
"328",2019-08-01,"YBP1","T24","flagellate","other",3.67,5.5,NA,968,66,"flagellate other 3.67 5.5",322.666666666667,5.77661979860847
"329",2019-08-01,"YBP1","T24","flagellate","other",6.33,9.5,NA,6,7,"flagellate other 6.33 9.5",2,0.693147180559945
"330",2019-08-01,"YBP1","T24","tintinnid","agglutinated",24,40,NA,4,235,"tintinnid agglutinated 24 40",1.33333333333333,0.287682072451781
"331",2019-08-01,"YBP1","T24","tintinnid","agglutinated",24,48,NA,3,215,"tintinnid agglutinated 24 48",1,0
"332",2019-08-01,"YBP1","T24","tintinnid","agglutinated",32,48,NA,2,240,"tintinnid agglutinated 32 48",0.666666666666667,-0.405465108108164
"333",2019-08-01,"YBP1","T24","unidentified","round",5.5,5.5,NA,728,107,"unidentified round 5.5 5.5",242.666666666667,5.49168875952858
"334",2019-08-01,"YBP1","T24","unidentified","round",9.5,9.5,NA,43,35,"unidentified round 9.5 9.5",14.3333333333333,2.66258782702545
"335",2019-08-01,"YBP1","T24","unidentified","round",24.5,24.5,NA,40,464,"unidentified round 24.5 24.5",13.3333333333333,2.59026716544583
"336",2019-08-13,"WLD2","site","chlorophyte","colonial",6,12,NA,100,90,"chlorophyte colonial 6 12",33.3333333333333,3.50655789731998
"337",2019-08-13,"WLD2","site","chlorophyte","scenedesmus",4,6,NA,3,2,"chlorophyte scenedesmus 4 6",1,0
"338",2019-08-13,"WLD2","site","chlorophyte","scenedesmus",12,16,NA,1,11,"chlorophyte scenedesmus 12 16",0.333333333333333,-1.09861228866811
"339",2019-08-13,"WLD2","site","ciliate","cone",40,48,NA,1,257,"ciliate cone 40 48",0.333333333333333,-1.09861228866811
"340",2019-08-13,"WLD2","site","ciliate","oblong",16,24,NA,1,42,"ciliate oblong 16 24",0.333333333333333,-1.09861228866811
"341",2019-08-13,"WLD2","site","ciliate","oblong",20,64,NA,1,173,"ciliate oblong 20 64",0.333333333333333,-1.09861228866811
"342",2019-08-13,"WLD2","site","ciliate","round",5.5,5.5,NA,1,1,"ciliate round 5.5 5.5",0.333333333333333,-1.09861228866811
"343",2019-08-13,"WLD2","site","ciliate","round",9.5,9.5,NA,1,6,"ciliate round 9.5 9.5",0.333333333333333,-1.09861228866811
"344",2019-08-13,"WLD2","site","ciliate","round",14,14,NA,2,38,"ciliate round 14 14",0.666666666666667,-0.405465108108164
"345",2019-08-13,"WLD2","site","ciliate","round",24,24,NA,18,1619,"ciliate round 24 24",6,1.79175946922805
"346",2019-08-13,"WLD2","site","ciliate","round",48,48,NA,1,729,"ciliate round 48 48",0.333333333333333,-1.09861228866811
"347",2019-08-13,"WLD2","site","cyanobacteria","aphanizomenon",4,72,NA,5,53,"cyanobacteria aphanizomenon 4 72",1.66666666666667,0.510825623765991
"348",2019-08-13,"WLD2","site","cyanobacteria","dolichospermum",4,80,NA,1,12,"cyanobacteria dolichospermum 4 80",0.333333333333333,-1.09861228866811
"349",2019-08-13,"WLD2","site","cyanobacteria","dolichospermum",6,56,NA,2,37,"cyanobacteria dolichospermum 6 56",0.666666666666667,-0.405465108108164
"350",2019-08-13,"WLD2","site","cyanobacteria","other",4,64,NA,1,9,"cyanobacteria other 4 64",0.333333333333333,-1.09861228866811
"351",2019-08-13,"WLD2","site","cyanobacteria","other",4,128,NA,11,209,"cyanobacteria other 4 128",3.66666666666667,1.29928298413026
"352",2019-08-13,"WLD2","site","diatom","centric",9.5,9.5,NA,3,6,"diatom centric 9.5 9.5",1,0
"353",2019-08-13,"WLD2","site","diatom","centric",24.5,24.5,NA,14,296,"diatom centric 24.5 24.5",4.66666666666667,1.54044504094715
"354",2019-08-13,"WLD2","site","diatom","chain",12,128,NA,1,35,"diatom chain 12 128",0.333333333333333,-1.09861228866811
"355",2019-08-13,"WLD2","site","diatom","egg shaped",16,32,NA,1,12,"diatom egg shaped 16 32",0.333333333333333,-1.09861228866811
"356",2019-08-13,"WLD2","site","diatom","pennate",4,20,4,16,11,"diatom pennate 4 20",5.33333333333333,1.67397643357167
"357",2019-08-13,"WLD2","site","diatom","pennate",4,40,4,17,22,"diatom pennate 4 40",5.66666666666667,1.73460105538811
"358",2019-08-13,"WLD2","site","diatom","pennate",4,96,4,7,22,"diatom pennate 4 96",2.33333333333333,0.847297860387204
"359",2019-08-13,"WLD2","site","diatom","pennate",4,200,4,1,8,"diatom pennate 4 200",0.333333333333333,-1.09861228866811
"360",2019-08-13,"WLD2","site","diatom","pennate",8,40,8,2,11,"diatom pennate 8 40",0.666666666666667,-0.405465108108164
"361",2019-08-13,"WLD2","site","diatom","pennate",8,56,NA,2,11,"diatom pennate 8 56",0.666666666666667,-0.405465108108164
"362",2019-08-13,"WLD2","site","diatom","pennate",12,48,12,3,39,"diatom pennate 12 48",1,0
"363",2019-08-13,"WLD2","site","diatom","pennate pleurosigma",4,160,4,7,23,"diatom pennate pleurosigma 4 160",2.33333333333333,0.847297860387204
"364",2019-08-13,"WLD2","site","diatom",NA,16,40,16,10,160,"diatom NA 16 40",3.33333333333333,1.20397280432594
"365",2019-08-13,"WLD2","site","dinoflagellate","prorocentrum",17.6,17.6,17.6,13,275,"dinoflagellate prorocentrum 17.6 17.6",4.33333333333333,1.46633706879343
"366",2019-08-13,"WLD2","site","flagellate","cryptomonas",6.33,9.5,NA,117,178,"flagellate cryptomonas 6.33 9.5",39,3.66356164612965
"367",2019-08-13,"WLD2","site","flagellate","other",3.67,5.5,NA,15,6,"flagellate other 3.67 5.5",5,1.6094379124341
"368",2019-08-13,"WLD2","site","tintinnid","agglutinated",16,80,NA,1,86,"tintinnid agglutinated 16 80",0.333333333333333,-1.09861228866811
"369",2019-08-13,"WLD2","site","unidentified","round",5.5,5.5,NA,108,76,"unidentified round 5.5 5.5",36,3.58351893845611
"370",2019-08-13,"WLD2","site","unidentified","round",9.5,9.5,NA,70,235,"unidentified round 9.5 9.5",23.3333333333333,3.14988295338125
"371",2019-08-13,"WLD2","site","unidentified","round",24.5,24.5,NA,72,3485,"unidentified round 24.5 24.5",24,3.17805383034795
"372",2019-08-13,"WLD2","site","unidentified","round",28,28,NA,2,175,"unidentified round 28 28",0.666666666666667,-0.405465108108164
"373",2019-08-13,"WLD2","site","unidentified","triangle",6,8,NA,7,5,"unidentified triangle 6 8",2.33333333333333,0.847297860387204
"374",2019-08-13,"WLD2","site","unidentified",NA,4,8,NA,5,3,"unidentified NA 4 8",1.66666666666667,0.510825623765991
"375",2019-08-13,"WLD2","site","unidentified",NA,8,12,NA,9,31,"unidentified NA 8 12",3,1.09861228866811
"376",2019-08-13,"WLD2","site","unidentified",NA,10,16,NA,4,19,"unidentified NA 10 16",1.33333333333333,0.287682072451781
"377",2019-08-13,"WLD2","site","unidentified",NA,16,24,NA,1,28,"unidentified NA 16 24",0.333333333333333,-1.09861228866811
"378",2019-08-13,"WLD2","site","unidentified",NA,16,32,NA,1,36,"unidentified NA 16 32",0.333333333333333,-1.09861228866811
"379",2019-08-13,"WLD2","site","unidentified",NA,20,40,NA,14,811,"unidentified NA 20 40",4.66666666666667,1.54044504094715
"380",2019-08-13,"WLD2","site","unidentified",NA,24,32,NA,10,675,"unidentified NA 24 32",3.33333333333333,1.20397280432594
"381",2019-08-13,"WLD2","site","unidentified",NA,32,80,NA,16,4259,"unidentified NA 32 80",5.33333333333333,1.67397643357167
"382",2019-08-14,"WLD2","IC","chlorophyte","colonial",6,6,NA,2,2,"chlorophyte colonial 6 6",0.666666666666667,-0.405465108108164
"383",2019-08-14,"WLD2","IC","chlorophyte","colonial",6,12,NA,2,1,"chlorophyte colonial 6 12",0.666666666666667,-0.405465108108164
"384",2019-08-14,"WLD2","IC","chlorophyte","colonial",16,16,NA,1,12,"chlorophyte colonial 16 16",0.333333333333333,-1.09861228866811
"385",2019-08-14,"WLD2","IC","chlorophyte","other",16,16,NA,1,12,"chlorophyte other 16 16",0.333333333333333,-1.09861228866811
"386",2019-08-14,"WLD2","IC","chlorophyte","scenedesmus",4,6,NA,11,2,"chlorophyte scenedesmus 4 6",3.66666666666667,1.29928298413026
"387",2019-08-14,"WLD2","IC","ciliate","cone",24,24,NA,63,629,"ciliate cone 24 24",21,3.04452243772342
"388",2019-08-14,"WLD2","IC","ciliate","oblong",8,40,NA,3,18,"ciliate oblong 8 40",1,0
"389",2019-08-14,"WLD2","IC","ciliate","oblong",12,56,NA,1,37,"ciliate oblong 12 56",0.333333333333333,-1.09861228866811
"390",2019-08-14,"WLD2","IC","ciliate","round",5.5,5.5,NA,8,2,"ciliate round 5.5 5.5",2.66666666666667,0.980829253011726
"391",2019-08-14,"WLD2","IC","ciliate","round",9.5,9.5,NA,54,69,"ciliate round 9.5 9.5",18,2.89037175789616
"392",2019-08-14,"WLD2","IC","ciliate","round",14,14,NA,35,144,"ciliate round 14 14",11.6666666666667,2.4567357728213
"393",2019-08-14,"WLD2","IC","ciliate","round",24,24,NA,15,306,"ciliate round 24 24",5,1.6094379124341
"394",2019-08-14,"WLD2","IC","ciliate","round",36,36,NA,1,200,"ciliate round 36 36",0.333333333333333,-1.09861228866811
"395",2019-08-14,"WLD2","IC","ciliate","round",40,40,NA,3,426,"ciliate round 40 40",1,0
"396",2019-08-14,"WLD2","IC","cyanobacteria","aphanizomenon",8,80,NA,106,1117,"cyanobacteria aphanizomenon 8 80",35.3333333333333,3.56482680544396
"397",2019-08-14,"WLD2","IC","cyanobacteria","dolichospermum",4,80,NA,9,72,"cyanobacteria dolichospermum 4 80",3,1.09861228866811
"398",2019-08-14,"WLD2","IC","cyanobacteria","other",1.6,80,NA,1,1,"cyanobacteria other 1.6 80",0.333333333333333,-1.09861228866811
"399",2019-08-14,"WLD2","IC","cyanobacteria","other",4,80,NA,42,337,"cyanobacteria other 4 80",14,2.63905732961526
"400",2019-08-14,"WLD2","IC","cyanobacteria","other",4,96,NA,11,101,"cyanobacteria other 4 96",3.66666666666667,1.29928298413026
"401",2019-08-14,"WLD2","IC","cyanobacteria","other",6,80,NA,14,251,"cyanobacteria other 6 80",4.66666666666667,1.54044504094715
"402",2019-08-14,"WLD2","IC","cyanobacteria","other",8,72,NA,1,27,"cyanobacteria other 8 72",0.333333333333333,-1.09861228866811
"403",2019-08-14,"WLD2","IC","diatom","centric",5.5,5.5,NA,50,4,"diatom centric 5.5 5.5",16.6666666666667,2.81341071676004
"404",2019-08-14,"WLD2","IC","diatom","centric",9.5,9.5,NA,25,10,"diatom centric 9.5 9.5",8.33333333333333,2.12026353620009
"405",2019-08-14,"WLD2","IC","diatom","centric",14,14,NA,10,18,"diatom centric 14 14",3.33333333333333,1.20397280432594
"406",2019-08-14,"WLD2","IC","diatom","centric",24.5,24.5,NA,10,79,"diatom centric 24.5 24.5",3.33333333333333,1.20397280432594
"407",2019-08-14,"WLD2","IC","diatom","chain",4,32,NA,1,1,"diatom chain 4 32",0.333333333333333,-1.09861228866811
